Entry	CBB_01	CBB_02	CBB_03	rGlyP_07	rGlyP_08	rGlyP_09	CBB_UP_01	CBB_UP_02	CBB_UP_03	rGlyP_UP_07	rGlyP_UP_08	rGlyP_UP_09	CBB_01_imputado	CBB_02_imputado	CBB_03_imputado	rGlyP_07_imputado	rGlyP_08_imputado	rGlyP_09_imputado	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Gene Ontology (molecular function)	Gene Ontology IDs	KEGG
Q0K7T7	24.775522325904532	24.88342611474802	24.902840911639323	24.347174572933305	24.29625168051764	24.25577056267686	6	7	7	7	6	7	No	No	No	No	No	No	Q0K7T7_CUPNH	Aminotransferase (EC 2.6.1.-)	H16_A2857 E6A55_14575	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	393	amino acid metabolic process [GO:0006520]; biosynthetic process [GO:0009058]		pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]; amino acid metabolic process [GO:0006520]; biosynthetic process [GO:0009058]	pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]	GO:0006520; GO:0008483; GO:0009058; GO:0030170	reh:H16_A2857
Q0K7T8	25.187282255668983	25.199114716130396	25.369609470693707	24.750689133004535	25.076935343366515	24.924213537305885	6	6	6	6	6	6	No	No	No	No	No	No	NUSB_CUPNH	Transcription antitermination protein NusB (Antitermination factor NusB)	nusB H16_A2856	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	172	DNA-templated transcription termination [GO:0006353]; transcription antitermination [GO:0031564]	cytosol [GO:0005829]	cytosol [GO:0005829]; RNA binding [GO:0003723]; DNA-templated transcription termination [GO:0006353]; transcription antitermination [GO:0031564]	RNA binding [GO:0003723]	GO:0003723; GO:0005829; GO:0006353; GO:0031564	reh:H16_A2856
Q0K7T9	29.683702416041857	29.44000545171767	29.330056153279006	29.25474187079954	29.32320118890221	29.323606426351912	13	11	12	12	12	11	No	No	No	No	No	No	RISB_CUPNH	6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)	ribH H16_A2855	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	166	riboflavin biosynthetic process [GO:0009231]	cytosol [GO:0005829]; riboflavin synthase complex [GO:0009349]	cytosol [GO:0005829]; riboflavin synthase complex [GO:0009349]; 6,7-dimethyl-8-ribityllumazine synthase activity [GO:0000906]; riboflavin biosynthetic process [GO:0009231]	6,7-dimethyl-8-ribityllumazine synthase activity [GO:0000906]	GO:0000906; GO:0005829; GO:0009231; GO:0009349	reh:H16_A2855
Q0K7U0	28.64709588217951	28.59080915849099	28.59734676811157	28.268270573131208	28.307979882121742	28.312010700214515	28	29	30	28	29	30	No	No	No	No	No	No	Q0K7U0_CUPNH	3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12)	ribBA ribB H16_A2854	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	411	riboflavin biosynthetic process [GO:0009231]	cytosol [GO:0005829]	cytosol [GO:0005829]; 3,4-dihydroxy-2-butanone-4-phosphate synthase activity [GO:0008686]; GTP cyclohydrolase II activity [GO:0003935]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; riboflavin biosynthetic process [GO:0009231]	3,4-dihydroxy-2-butanone-4-phosphate synthase activity [GO:0008686]; GTP cyclohydrolase II activity [GO:0003935]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]	GO:0000287; GO:0003935; GO:0005829; GO:0008686; GO:0009231; GO:0030145	reh:H16_A2854
Q0K7U5	25.30223916369053	25.352726684168857	25.5089191858814	25.18550846686374	25.28534764938933	25.15803613329444	5	5	5	5	5	4	No	No	No	No	No	No	Q0K7U5_CUPNH	Riboflavin synthase (EC 2.5.1.9)	ribC H16_A2849 E6A55_14535	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	206	riboflavin biosynthetic process [GO:0009231]		riboflavin synthase activity [GO:0004746]; riboflavin biosynthetic process [GO:0009231]	riboflavin synthase activity [GO:0004746]	GO:0004746; GO:0009231	reh:H16_A2849
Q0K7U6	25.281877893655153	25.23831338738699	25.256935185175617	25.28613118541927	25.353627536069062	25.32490538555393	12	14	14	14	14	13	No	No	No	No	No	No	Q0K7U6_CUPNH	Riboflavin biosynthesis protein RibD [Includes: Diaminohydroxyphosphoribosylaminopyrimidine deaminase (DRAP deaminase) (EC 3.5.4.26) (Riboflavin-specific deaminase); 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193) (HTP reductase)]	ribD H16_A2848 E6A55_14530	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	371	riboflavin biosynthetic process [GO:0009231]		5-amino-6-(5-phosphoribosylamino)uracil reductase activity [GO:0008703]; diaminohydroxyphosphoribosylaminopyrimidine deaminase activity [GO:0008835]; NADP binding [GO:0050661]; zinc ion binding [GO:0008270]; riboflavin biosynthetic process [GO:0009231]	5-amino-6-(5-phosphoribosylamino)uracil reductase activity [GO:0008703]; diaminohydroxyphosphoribosylaminopyrimidine deaminase activity [GO:0008835]; NADP binding [GO:0050661]; zinc ion binding [GO:0008270]	GO:0008270; GO:0008703; GO:0008835; GO:0009231; GO:0050661	reh:H16_A2848
Q0K7V5	24.342439465392825	24.19470509659074	24.110765569372944	24.02356602734881	24.250979889978034	24.32647251540729	9	9	10	9	9	9	No	No	No	No	No	No	Q0K7V5_CUPNH	Pilus assembly protein PilY (Type IV pilus assembly protein, tip-associated adhesin PilY1)	pilY2 H16_A2839 E6A55_14485	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	1280		pilus [GO:0009289]	pilus [GO:0009289]; metal ion binding [GO:0046872]	metal ion binding [GO:0046872]	GO:0009289; GO:0046872	reh:H16_A2839
Q0K7V6	20.63032236902435	21.69073224421633	21.685338758028536	20.99726710507428	21.79068158687803	21.850827424898863	3	3	3	2	3	3	No	No	No	No	No	No	Q0K7V6_CUPNH	Pilus assembly protein PilX	pilX2 H16_A2838 E6A55_14480	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	202		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020	reh:H16_A2838
Q0K7V9	25.235982936679576	24.94770099450671	24.701872845414233	24.494211925516616	24.32726045233562	24.351770783862506	7	7	7	7	7	6	No	No	No	No	No	No	NRDR_CUPNH	Transcriptional repressor NrdR	nrdR H16_A2835	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	155	negative regulation of DNA-templated transcription [GO:0045892]		ATP binding [GO:0005524]; DNA binding [GO:0003677]; zinc ion binding [GO:0008270]; negative regulation of DNA-templated transcription [GO:0045892]	ATP binding [GO:0005524]; DNA binding [GO:0003677]; zinc ion binding [GO:0008270]	GO:0003677; GO:0005524; GO:0008270; GO:0045892	reh:H16_A2835
Q0K7W0	29.077506866826187	28.924338440918024	28.9068078692326	30.99265254637139	30.862877484700498	30.931156102995836	22	21	21	32	30	28	No	No	No	No	No	No	GLYA_CUPNH	Serine hydroxymethyltransferase (SHMT) (Serine methylase) (EC 2.1.2.1)	glyA H16_A2834	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	415	glycine biosynthetic process from serine [GO:0019264]; tetrahydrofolate interconversion [GO:0035999]	cytosol [GO:0005829]	cytosol [GO:0005829]; glycine hydroxymethyltransferase activity [GO:0004372]; pyridoxal phosphate binding [GO:0030170]; glycine biosynthetic process from serine [GO:0019264]; tetrahydrofolate interconversion [GO:0035999]	glycine hydroxymethyltransferase activity [GO:0004372]; pyridoxal phosphate binding [GO:0030170]	GO:0004372; GO:0005829; GO:0019264; GO:0030170; GO:0035999	reh:H16_A2834
Q0K7W1	25.5038999351466	25.476196577290956	25.48290321178524	25.0109906392808	25.02221747371965	25.000363592937394	4	5	6	5	6	5	No	No	No	No	No	No	Q0K7W1_CUPNH	Predicted thioesterase (EC 3.1.2.-) (Tol-pal system-associated acyl-CoA thioesterase)	ybgC H16_A2833 E6A55_14455	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	134			fatty acyl-CoA hydrolase activity [GO:0047617]	fatty acyl-CoA hydrolase activity [GO:0047617]	GO:0047617	reh:H16_A2833
Q0K7W3	24.30838680691422	24.08856807171922	23.999688389228275	23.298939851417597	23.571506428371254	23.556862654180435	1	2	2	2	2	2	No	No	No	No	No	No	Q0K7W3_CUPNH	Biopolymer transport protein (Protein TolR)	exbD2 tolR H16_A2831 E6A55_14445	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	147	cell division [GO:0051301]; protein transport [GO:0015031]	plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; cell division [GO:0051301]; protein transport [GO:0015031]	transmembrane transporter activity [GO:0022857]	GO:0005886; GO:0015031; GO:0022857; GO:0051301	reh:H16_A2831
Q0K7W4	24.74147058175869	24.644038659369	24.524898122221405	23.918290840235883	23.844885577668443	23.948408123759933	7	7	7	7	6	7	No	No	No	No	No	No	Q0K7W4_CUPNH	Hypothetical membrane associated protein	H16_A2830	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	345	bacteriocin transport [GO:0043213]	membrane [GO:0016020]	membrane [GO:0016020]; toxin transmembrane transporter activity [GO:0019534]; bacteriocin transport [GO:0043213]	toxin transmembrane transporter activity [GO:0019534]	GO:0016020; GO:0019534; GO:0043213	reh:H16_A2830
Q0K7W5	28.521666164547565	28.66995616235437	28.745405106728168	28.354473378511013	28.43928711944933	28.406929540270617	42	42	45	43	44	44	No	No	No	No	No	No	Q0K7W5_CUPNH	Tol-Pal system protein TolB	tolB H16_A2829 E6A55_14435	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	457	cell division [GO:0051301]; protein import [GO:0017038]	periplasmic space [GO:0042597]	periplasmic space [GO:0042597]; cell division [GO:0051301]; protein import [GO:0017038]		GO:0017038; GO:0042597; GO:0051301	reh:H16_A2829
Q0K7W6	31.043596708865707	31.12611216944564	31.1948324969908	30.854021044123368	30.848698958682007	30.814275443817255	37	38	37	35	34	35	No	No	No	No	No	No	Q0K7W6_CUPNH	Peptidoglycan-associated lipoprotein (PAL)	opcL pal H16_A2828 E6A55_14430	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	168	cell division [GO:0051301]	cell outer membrane [GO:0009279]	cell outer membrane [GO:0009279]; cell division [GO:0051301]		GO:0009279; GO:0051301	reh:H16_A2828
Q0K7W7	26.89659648257456	26.85258915827152	26.862261614955543	26.74937424118147	26.76418056228872	26.78946741126613	15	16	18	16	16	17	No	No	No	No	No	No	Q0K7W7_CUPNH	Cell division coordinator CpoB	cpoB ybgF H16_A2827 E6A55_14425	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	252	FtsZ-dependent cytokinesis [GO:0043093]; protein trimerization [GO:0070206]	outer membrane-bounded periplasmic space [GO:0030288]	outer membrane-bounded periplasmic space [GO:0030288]; FtsZ-dependent cytokinesis [GO:0043093]; protein trimerization [GO:0070206]		GO:0030288; GO:0043093; GO:0070206	reh:H16_A2827
Q0K7W8	26.04693493151486	25.996367244078844	26.001131304697072	26.30439030131248	26.38841043654898	26.41973779428848	9	11	11	11	11	11	No	No	No	No	No	No	QUEC_CUPNH	7-cyano-7-deazaguanine synthase (EC 6.3.4.20) (7-cyano-7-carbaguanine synthase) (PreQ(0) synthase) (Queuosine biosynthesis protein QueC)	queC H16_A2826	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	227	queuosine biosynthetic process [GO:0008616]		ATP binding [GO:0005524]; ligase activity, forming carbon-nitrogen bonds [GO:0016879]; zinc ion binding [GO:0008270]; queuosine biosynthetic process [GO:0008616]	ATP binding [GO:0005524]; ligase activity, forming carbon-nitrogen bonds [GO:0016879]; zinc ion binding [GO:0008270]	GO:0005524; GO:0008270; GO:0008616; GO:0016879	reh:H16_A2826
Q0K7X1	26.666506290588103	26.569205864353396	26.55101835336405	25.78951623090037	25.384712067552933	25.39708299874997	8	7	9	7	7	7	No	No	No	No	No	No	Q0K7X1_CUPNH	DUF3318 domain-containing protein	H16_A2822 E6A55_14400	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	168						reh:H16_A2822
Q0K7X3	26.04155513970379	26.13298869079287	26.558957488225793	25.918061338642563	26.13951986130115	25.971720976810445	7	7	7	7	7	7	No	No	No	No	No	No	Q0K7X3_CUPNH	Uncharacterized conserved protein	H16_A2820	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	108		plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; ribosome binding [GO:0043022]	ribosome binding [GO:0043022]	GO:0005886; GO:0043022	reh:H16_A2820
Q0K7X4	23.731478872785	23.9149340117722	24.388702648973194	23.64197608243915	23.963469473212044	23.756040559273835	5	7	6	5	7	5	No	No	No	No	No	No	Q0K7X4_CUPNH	Peroxiredoxin (EC 1.11.1.-)	H16_A2819 E6A55_14385	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	212	cell redox homeostasis [GO:0045454]	cytosol [GO:0005829]	cytosol [GO:0005829]; peroxiredoxin activity [GO:0051920]; cell redox homeostasis [GO:0045454]	peroxiredoxin activity [GO:0051920]	GO:0005829; GO:0045454; GO:0051920	reh:H16_A2819
Q0K7X5	27.463169081952447	27.415309496568263	27.50831412869454	28.245325186780704	28.28346925660166	28.24160591229898	23	21	25	27	25	24	No	No	No	No	No	No	Q0K7X5_CUPNH	glutaryl-CoA dehydrogenase (ETF) (EC 1.3.8.6)	gcdH H16_A2818 E6A55_14380	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	397	fatty acid beta-oxidation using acyl-CoA dehydrogenase [GO:0033539]; fatty-acyl-CoA biosynthetic process [GO:0046949]		fatty-acyl-CoA binding [GO:0000062]; flavin adenine dinucleotide binding [GO:0050660]; glutaryl-CoA dehydrogenase activity [GO:0004361]; fatty acid beta-oxidation using acyl-CoA dehydrogenase [GO:0033539]; fatty-acyl-CoA biosynthetic process [GO:0046949]	fatty-acyl-CoA binding [GO:0000062]; flavin adenine dinucleotide binding [GO:0050660]; glutaryl-CoA dehydrogenase activity [GO:0004361]	GO:0000062; GO:0004361; GO:0033539; GO:0046949; GO:0050660	reh:H16_A2818
Q0K7X7	22.64343786735026	22.423216196854355	22.298464056846708	22.10520325399377	22.280998824453786	22.36799388127328	1	2	2	2	2	2	No	No	No	No	No	No	T23O_CUPNH	Tryptophan 2,3-dioxygenase (TDO) (EC 1.13.11.11) (Tryptamin 2,3-dioxygenase) (Tryptophan oxygenase) (TO) (TRPO) (Tryptophan pyrrolase) (Tryptophanase)	kynA H16_A2816	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	294	tryptophan catabolic process to acetyl-CoA [GO:0019442]; tryptophan catabolic process to kynurenine [GO:0019441]		heme binding [GO:0020037]; metal ion binding [GO:0046872]; tryptophan 2,3-dioxygenase activity [GO:0004833]; tryptophan catabolic process to acetyl-CoA [GO:0019442]; tryptophan catabolic process to kynurenine [GO:0019441]	heme binding [GO:0020037]; metal ion binding [GO:0046872]; tryptophan 2,3-dioxygenase activity [GO:0004833]	GO:0004833; GO:0019441; GO:0019442; GO:0020037; GO:0046872	reh:H16_A2816
Q0K7X8	22.59738701734537	22.64671521015334	22.725312558098704	22.627834036313548	22.67206331021628	22.53167766921402	6	6	6	6	6	6	No	No	No	No	No	No	Q0K7X8_CUPNH	Kynureninase (EC 3.7.1.3) (L-kynurenine hydrolase)	kynU H16_A2815 E6A55_14365	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	418	'de novo' NAD biosynthetic process from tryptophan [GO:0034354]; anthranilate metabolic process [GO:0043420]; L-kynurenine catabolic process [GO:0097053]; quinolinate biosynthetic process [GO:0019805]; tryptophan catabolic process to kynurenine [GO:0019441]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; kynureninase activity [GO:0030429]; pyridoxal phosphate binding [GO:0030170]; 'de novo' NAD biosynthetic process from tryptophan [GO:0034354]; anthranilate metabolic process [GO:0043420]; L-kynurenine catabolic process [GO:0097053]; quinolinate biosynthetic process [GO:0019805]; tryptophan catabolic process to kynurenine [GO:0019441]	kynureninase activity [GO:0030429]; pyridoxal phosphate binding [GO:0030170]	GO:0005737; GO:0019441; GO:0019805; GO:0030170; GO:0030429; GO:0034354; GO:0043420; GO:0097053	reh:H16_A2815
Q0K7Y0	23.7462791192091	23.51383682685115	23.329239720580777	23.364256834205772	23.18620105975328	23.27766141309835	6	6	6	6	6	5	No	No	No	No	No	No	Q0K7Y0_CUPNH	Lrp/AsnC family transcriptional regulator (Transcriptional regulator, AsnC-family)	H16_A2813 E6A55_14355	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	160	response to amino acid [GO:0043200]	cytosol [GO:0005829]	cytosol [GO:0005829]; sequence-specific DNA binding [GO:0043565]; response to amino acid [GO:0043200]	sequence-specific DNA binding [GO:0043565]	GO:0005829; GO:0043200; GO:0043565	reh:H16_A2813
Q0K7Y2	24.006830541284113	23.95849144031901	23.83694079632966	23.83022954049948	23.61744476600032	23.681097507907932	6	5	6	5	6	6	No	No	No	No	No	No	Q0K7Y2_CUPNH	Conserved protein/domain typically associated with flavoprotein oxygenases, DIM6/NTAB family (Flavin reductase)	H16_A2811 E6A55_14345	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	185			FMN binding [GO:0010181]; riboflavin reductase (NADPH) activity [GO:0042602]	FMN binding [GO:0010181]; riboflavin reductase (NADPH) activity [GO:0042602]	GO:0010181; GO:0042602	reh:H16_A2811
Q0K7Y3	22.922701388891255	22.98973702275805	22.888376564197035	24.567667547119445	24.579724500824355	24.611627158493857	6	6	5	13	13	12	No	No	No	No	No	No	Q0K7Y3_CUPNH	Peptidase M29	H16_A2810 E6A55_14340	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	356			metal ion binding [GO:0046872]	metal ion binding [GO:0046872]	GO:0046872	reh:H16_A2810
Q0K7Y4	22.67432560248764	22.318435182756705	22.735015961299823	24.24690636963764	24.296333843754574	24.373746113746463	2	1	2	2	2	2	No	No	No	No	No	No	Q0K7Y4_CUPNH	Alpha/beta fold hydrolase (Putative peptidase, S33 family (EC 3.-.-.-))	H16_A2809 E6A55_14335	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	273		membrane [GO:0016020]	membrane [GO:0016020]; hydrolase activity [GO:0016787]	hydrolase activity [GO:0016787]	GO:0016020; GO:0016787	reh:H16_A2809
Q0K7Y5	22.452880338865057	22.54814178441293	22.638516663611977	24.028490548213288	24.008119743734166	24.059953357480573	9	10	10	11	11	11	No	No	No	No	No	No	Q0K7Y5_CUPNH	Acyl-CoA dehydrogenase family protein (BEC protein-catalyzes hydroxylation of indole to indoxyl / Acyl-CoA dehydrogenase (EC 1.3.99.-))	H16_A2808 E6A55_14330	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	417			acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]	acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]	GO:0003995; GO:0050660	reh:H16_A2808
Q0K7Y7	25.614765591442797	25.88075141166689	26.033145480837028	25.827354980346037	26.017580441727088	25.89350811676605	8	9	9	9	9	9	No	No	No	No	No	No	Q0K7Y7_CUPNH	Peptide methionine sulfoxide reductase MsrA (Protein-methionine-S-oxide reductase) (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase)	msrA H16_A2806 E6A55_14320	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	180	protein modification process [GO:0036211]		peptide-methionine (S)-S-oxide reductase activity [GO:0008113]; protein modification process [GO:0036211]	peptide-methionine (S)-S-oxide reductase activity [GO:0008113]	GO:0008113; GO:0036211	reh:H16_A2806
Q0K7Y8	20.82431002499665	20.739695205621736	21.25070914632163	20.773147346741062	20.4773021377472	20.23441648340457	0	0	0	2	2	2	Si	Si	Si	No	No	No	Q0K7Y8_CUPNH	DUF72 domain-containing protein	H16_A2804 E6A55_14310	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	350						reh:H16_A2804
Q0K7Y9	25.73460614254762	25.703624282985984	25.702626542002506	26.15013993420523	26.09169974328159	26.07003939633484	11	12	13	13	14	13	No	No	No	No	No	No	Q0K7Y9_CUPNH	Class I SAM-dependent methyltransferase (Cyclopropane fatty acid synthase (EC 2.1.1.79))	H16_A2803 E6A55_14305	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	413	lipid biosynthetic process [GO:0008610]; methylation [GO:0032259]		cyclopropane-fatty-acyl-phospholipid synthase activity [GO:0008825]; lipid biosynthetic process [GO:0008610]; methylation [GO:0032259]	cyclopropane-fatty-acyl-phospholipid synthase activity [GO:0008825]	GO:0008610; GO:0008825; GO:0032259	reh:H16_A2803
Q0K7Z0	26.306574942590412	26.395990700883697	26.441634847772203	26.48852253925744	26.552014371181897	26.56998052429008	13	12	14	13	14	12	No	No	No	No	No	No	PDXH_CUPNH	Pyridoxine/pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5) (PNP/PMP oxidase) (PNPOx) (Pyridoxal 5'-phosphate synthase)	pdxH H16_A2802	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	212	pyridoxine biosynthetic process [GO:0008615]		FMN binding [GO:0010181]; pyridoxamine phosphate oxidase activity [GO:0004733]; pyridoxine biosynthetic process [GO:0008615]	FMN binding [GO:0010181]; pyridoxamine phosphate oxidase activity [GO:0004733]	GO:0004733; GO:0008615; GO:0010181	reh:H16_A2802
Q0K7Z2	23.917238344190963	23.86722209386466	23.891312042085566	24.433459980297073	24.397654365870014	24.41879345733396	17	20	18	22	23	22	No	No	No	No	No	No	Q0K7Z2_CUPNH	AsmA family protein (Uncharacterized protein involved in outer membrane biogenesis)	asmA H16_A2800 E6A55_14290	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	783	regulation of protein targeting to membrane [GO:0090313]	plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; regulation of protein targeting to membrane [GO:0090313]		GO:0005886; GO:0090313	reh:H16_A2800
Q0K7Z4	25.018660650798736	24.846639287179308	24.64462055590216	24.876946407707383	24.658156302950378	24.786447695997015	5	4	4	5	5	3	No	No	No	No	No	No	Q0K7Z4_CUPNH	ATP-binding protein	H16_A2798 E6A55_14280	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	192			ATP binding [GO:0005524]	ATP binding [GO:0005524]	GO:0005524	reh:H16_A2798
Q0K7Z7	26.6417340550884	26.62291202651671	26.612385417441526	26.120981898967088	26.04886473068604	26.065112655276156	9	9	10	10	9	9	No	No	No	No	No	No	Q0K7Z7_CUPNH	Thioredoxin	trxA H16_A2795 E6A55_14265	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	281	cell redox homeostasis [GO:0045454]; response to stress [GO:0006950]	cytosol [GO:0005829]	cytosol [GO:0005829]; protein-disulfide reductase activity [GO:0015035]; cell redox homeostasis [GO:0045454]; response to stress [GO:0006950]	protein-disulfide reductase activity [GO:0015035]	GO:0005829; GO:0006950; GO:0015035; GO:0045454	reh:H16_A2795
Q0K7Z8	24.62459309422489	24.60446168859543	24.57977554638285	26.00634046004678	25.954768820484656	25.961771718926737	7	6	8	12	12	12	No	No	No	No	No	No	Q0K7Z8_CUPNH	Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II (EC 6.2.1.-) (Long-chain fatty acid--CoA ligase)	H16_A2794 E6A55_14260	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	571			ATP binding [GO:0005524]; ligase activity, forming carbon-sulfur bonds [GO:0016877]	ATP binding [GO:0005524]; ligase activity, forming carbon-sulfur bonds [GO:0016877]	GO:0005524; GO:0016877	reh:H16_A2794
Q0K800	23.2844942512034	23.25491516007582	23.118750807361167	22.838469670496277	22.828614811481465	22.765555536658965	5	7	7	5	6	7	No	No	No	No	No	No	Q0K800_CUPNH	glutathione-specific gamma-glutamylcyclotransferase (EC 4.3.2.7)	H16_A2792	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	268	glutathione catabolic process [GO:0006751]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; glutathione specific gamma-glutamylcyclotransferase activity [GO:0061928]; glutathione catabolic process [GO:0006751]	glutathione specific gamma-glutamylcyclotransferase activity [GO:0061928]	GO:0005737; GO:0006751; GO:0061928	reh:H16_A2792
